Méthode d'observation :;Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A)
Source :;BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0)
2024-05-08;1,6374;5,4682;1,4784;0,977;7,7651;25,036;7,4599;0,86083;8,3989;388,88;17270,98;3,9883;89,7015;150,1;167,15;1466,47;18,1936;5,0949;11,757;1,7948;61,643;4,3075;4,9757;11,733;1,4572;39,717;34,6564;1,0743;20,0409
2024-05-07;1,6297;5,4629;1,473;0,977;7,7707;25,014;7,4596;0,85805;8,4197;389,05;17295,26;4,0056;89,898;150,3;166,45;1462,45;18,1606;5,1009;11,698;1,7918;61,678;4,3138;4,9757;11,681;1,457;39,683;34,7408;1,0766;19,9127
2024-05-06;1,6248;5,4683;1,4731;0,9754;7,7662;24,995;7,4589;0,8566;8,4223;389,38;17289,39;4,0322;89,9875;150,3;165,7;1460,0;18,2346;5,1067;11,6663;1,7891;61,66;4,3185;4,9688;11,625;1,4548;39,618;34,7747;1,0776;19,8369
2024-05-05;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-05-04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-05-03;1,633;5,4916;1,4682;0,9744;7,7798;25,025;7,4583;0,85573;8,3961;388,95;17247,67;3,9943;89,671;150,3;164,62;1460,24;18,2086;5,0927;11,708;1,7952;61,392;4,329;4,9761;11,6398;1,4527;39,516;34,7482;1,0744;19,8952
2024-05-02;1,6386;5,5025;1,4678;0,9759;7,7465;25,09;7,4589;0,85538;8,3633;388,98;17302,04;4,0046;89,2938;150,1;165,63;1470,41;18,1187;5,0864;11,843;1,8047;61,628;4,3278;4,9763;11,682;1,4538;39,508;34,6345;1,0698;19,969
2024-05-01;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-04-30;1,6423;5,4928;1,4672;0,9787;7,7609;25,14;7,4583;0,85478;8,3817;390,68;17422,11;4,0172;89,4155;150,3;168,27;1479,67;18,1895;5,113;11,815;1,8035;61,83;4,3178;4,9759;11,753;1,4593;39,732;34,7045;1,0718;20,0682
2024-04-29;1,6322;5,4706;1,4635;0,9776;7,7627;25,175;7,4581;0,85493;8,3904;391,64;17408,74;4,0316;89,461;150,3;167,53;1476,15;18,3202;5,1108;11,7835;1,7932;61,858;4,3255;4,9759;11,685;1,4578;39,696;34,7103;1,072;20,0504
2024-04-28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-04-27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-04-26;1,6392;5,5208;1,4632;0,9779;7,7638;25,164;7,4573;0,85643;8,3873;392,28;17385,77;4,0798;89,3191;150,3;168,03;1474,65;18,4672;5,1079;11,7995;1,801;61,83;4,3205;4,9764;11,7052;1,4587;39,583;34,8036;1,0714;20,2037
2024-04-25;1,6415;5,505;1,4659;0,9792;7,7682;25,152;7,4587;0,85675;8,392;392,98;17355,14;4,0646;89,3155;150,1;166,76;1473,23;18,267;5,1215;11,714;1,799;61,94;4,3165;4,9761;11,639;1,4581;39,691;34,8475;1,072;20,3377
2024-04-24;1,6421;5,4856;1,4628;0,9774;7,7431;25,242;7,4575;0,85945;8,37;393,35;17277,66;4,0339;89,0435;150,3;165,57;1469,91;18,0824;5,1058;11,733;1,801;61,487;4,3193;4,9757;11,6225;1,4547;39,602;34,7497;1,0686;20,5062
2024-04-23;1,6536;5,5246;1,4623;0,9724;7,7353;25,256;7,4607;0,8605;8,364;393,63;17302,61;4,0422;88,9475;150,3;165,23;1471,21;18,2732;5,1022;11,731;1,8047;61,44;4,3158;4,9761;11,603;1,4543;39,536;34,7807;1,0674;20,534
2024-04-22;1,6517;5,5427;1,4592;0,9693;7,7012;25,275;7,4615;0,86328;8,3316;393,9;17279,87;4,0054;88,628;150,3;164,51;1467,64;18,2059;5,08;11,7185;1,8004;61,134;4,3188;4,9756;11,6015;1,449;39,392;34,5943;1,0632;20,3468
2024-04-21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-04-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-04-19;1,6622;5,6165;1,4666;0,968;7,7139;25,267;7,4622;0,8562;8,3443;395,3;17325,08;4,0181;88,9228;150,3;164,68;1469,09;18,4819;5,0959;11,765;1,8105;61,373;4,33;4,9764;11,664;1,451;39,288;34,7304;1,0653;20,4793
2024-04-18;1,6567;5,5973;1,4687;0,9704;7,7294;25,254;7,4616;0,85628;8,3635;393,93;17279,69;4,0363;89,188;150,3;164,82;1467,41;18,094;5,1083;11,7375;1,8013;61,127;4,3255;4,9758;11,637;1,452;39,251;34,7035;1,0679;20,3461
2024-04-17;1,6556;5,6044;1,4691;0,9693;7,7006;25,228;7,4611;0,854;8,3307;393,0;17290,58;4,0173;89,008;150,5;164,54;1471,92;18,0761;5,0972;11,696;1,8012;60,879;4,3508;4,9758;11,6793;1,4495;39,18;34,6054;1,0638;20,2752
2024-04-16;1,6578;5,5607;1,4668;0,9712;7,6995;25,21;7,4609;0,8544;8,3304;394,63;17234,12;4,0001;88,8975;150,7;164,54;1481,62;17,9141;5,0973;11,6745;1,8072;60,561;4,3435;4,9764;11,635;1,4509;38,958;34,572;1,0637;20,2104
2024-04-15;1,6441;5,4553;1,4645;0,9725;7,7134;25,324;7,4606;0,85405;8,3419;394,25;17111,78;3,9578;88,895;150,7;164,05;1473,79;17,6561;5,0925;11,626;1,7943;60,558;4,2938;4,9742;11,5583;1,4498;39,124;34,5291;1,0656;20,2067
2024-04-14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-04-13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-04-12;1,6413;5,4442;1,4643;0,9716;7,7094;25,337;7,4603;0,85424;8,3478;391,63;17171,88;4,0175;88,914;150,5;163,16;1469,79;17,5982;5,081;11,587;1,7872;60,256;4,2603;4,9717;11,5699;1,4478;38,853;34,4334;1,0652;19,9907
2024-04-11;1,6448;5,4468;1,4688;0,9787;7,7646;25,392;7,4604;0,85525;8,4058;389,8;17189,9;4,03;89,4385;150,3;164,18;1469,32;17,6448;5,0936;11,618;1,792;60,577;4,257;4,9713;11,531;1,4518;39,22;34,6336;1,0729;20,1614
2024-04-10;1,6399;5,433;1,4728;0,981;7,8548;25,368;7,4594;0,85515;8,506;389,18;17212,45;4,0324;90,3585;150,7;164,89;1467,33;17,7305;5,1558;11,5665;1,7856;61,408;4,2563;4,969;11,4345;1,4605;39,536;35,0329;1,086;20,0851
2024-04-09;1,6407;5,4489;1,4749;0,9819;7,8603;25,38;7,459;0,85663;8,5096;389,2;17243,05;4,011;90,4135;150,3;164,97;1470,98;17,7268;5,1591;11,593;1,7938;61,301;4,2565;4,9682;11,4555;1,4623;39,529;34,9828;1,0867;20,0861
2024-04-08;1,6433;5,4806;1,4715;0,9807;7,8282;25,354;7,4588;0,85795;8,4761;390,78;17217,66;4,0033;90,159;150,3;164,43;1468,37;17,8053;5,1425;11,5905;1,7984;61,204;4,2773;4,9681;11,4675;1,4607;39,769;34,8481;1,0823;20,1574
2024-04-07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-04-06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-04-05;1,6461;5,4633;1,4702;0,9793;7,8421;25,286;7,459;0,85773;8,4868;390,1;17192,63;4,0725;90,3283;150,3;164,1;1464,09;17,9104;5,1462;11,6118;1,8001;61,268;4,2835;4,9677;11,526;1,4608;39,743;34,6312;1,0841;20,171
2024-04-04;1,6446;5,4751;1,4652;0,9846;7,8501;25,322;7,4589;0,85788;8,4957;391,55;17233,19;4,0339;90,5116;150,3;164,69;1462,46;17,9675;5,1433;11,6125;1,7998;61,243;4,2955;4,9687;11,5105;1,4628;39,881;34,6065;1,0852;20,2704
2024-04-03;1,6539;5,4681;1,4626;0,9792;7,8023;25,352;7,4589;0,85713;8,4421;393,2;17196,78;4,0165;90,0055;150,1;163,66;1456,04;17,8782;5,1273;11,658;1,8054;60,817;4,2968;4,9687;11,575;1,4571;39,584;34,4418;1,0783;20,2667
2024-04-02;1,6522;5,4114;1,4577;0,9765;7,7779;25,361;7,4582;0,8551;8,4148;395,63;17103,38;3,9826;89,649;150,1;163,01;1453,23;17,849;5,1106;11,708;1,804;60,506;4,2938;4,9699;11,5575;1,4535;39,395;34,6033;1,0749;20,2399
2024-04-01;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-03-31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-03-30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-03-29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-03-28;1,6607;5,4032;1,4672;0,9766;7,8144;25,305;7,458;0,8551;8,4594;395,26;17157,87;3,9799;90,1365;150,3;163,45;1458,67;17,9179;5,1168;11,699;1,8092;60,797;4,3123;4,9735;11,525;1,4587;39,412;34,9487;1,0811;20,5226
2024-03-27;1,66;5,3969;1,4712;0,9811;7,8182;25,319;7,4582;0,85768;8,4615;395,4;17194,2;3,9582;90,134;149,9;163,52;1461,31;17,9367;5,1192;11,6825;1,8043;60,849;4,3148;4,9721;11,506;1,4586;39,381;34,9005;1,0816;20,4716
2024-03-26;1,6574;5,4067;1,4718;0,981;7,8358;25,277;7,459;0,85846;8,492;395,45;17149,6;3,9747;90,4365;149,3;164,4;1455,75;18,1165;5,1236;11,626;1,8036;61,055;4,3093;4,9702;11,453;1,4595;39,415;34,9542;1,0855;20,5294
2024-03-25;1,658;5,4069;1,4722;0,9724;7,8134;25,266;7,4585;0,85698;8,4748;396,17;17100,93;3,9369;90,368;149,1;163,78;1453,39;18,1374;5,1195;11,605;1,8046;60,92;4,3078;4,9712;11,457;1,4573;39,364;34,8332;1,0835;20,4889
2024-03-24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-03-23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-03-22;1,6601;5,4099;1,4688;0,9729;7,8245;25,371;7,4581;0,85795;8,4645;396,3;17111,81;3,9265;90,409;148,9;163,74;1453,62;18,1372;5,1274;11,617;1,802;60,928;4,317;4,9727;11,4025;1,4593;39,298;34,6209;1,0823;20,5597
2024-03-21;1,6535;5,421;1,4736;0,9766;7,852;25,243;7,4579;0,85678;8,53;393,35;17092,14;3,9186;90,656;148,7;164,96;1449,01;18,261;5,1424;11,543;1,7963;61,033;4,3028;4,9734;11,3645;1,4619;39,396;34,9445;1,0907;20,4181
2024-03-20;1,6633;5,4414;1,4736;0,9658;7,8058;25,289;7,4572;0,85438;8,4837;395,33;17065,2;3,9816;90,24;148,5;164,54;1453,86;18,2541;5,1379;11,5725;1,7976;60,978;4,3248;4,9721;11,3595;1,4579;39,244;35,1241;1,0844;20,4589
2024-03-19;1,6651;5,4766;1,4767;0,963;7,814;25,268;7,4571;0,85445;8,4902;394,5;17089,51;3,9805;90,1065;148,9;163,37;1453,28;18,3376;5,1372;11,5985;1,7938;60,721;4,321;4,9742;11,3465;1,4565;39,15;35,1056;1,0854;20,5442
2024-03-18;1,6583;5,4382;1,4745;0,963;7,8402;25,2;7,4573;0,85525;8,5168;394,95;17121,08;3,9759;90,285;148,9;162,51;1452,75;18,2207;5,1394;11,5565;1,7881;60,56;4,3113;4,9716;11,3178;1,4575;39,173;35,1825;1,0892;20,5859
2024-03-17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-03-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-03-15;1,6579;5,4461;1,4731;0,9613;7,838;25,166;7,4571;0,8541;8,5199;393,2;17011,02;3,9811;90,259;148,9;162,03;1448,71;18,1915;5,1241;11,5205;1,786;60,494;4,2953;4,9711;11,2674;1,4562;39,053;35,0917;1,0892;20,3515
2024-03-14;1,6529;5,4237;1,4725;0,9616;7,8564;25,198;7,4568;0,8542;8,5455;394,9;17040,71;3,9682;90,522;148,5;161,7;1441,24;18,2308;5,1195;11,467;1,7748;60,503;4,2935;4,971;11,2245;1,4567;39,002;35,0946;1,0925;20,3659
2024-03-13;1,6542;5,4506;1,4756;0,9599;7,8678;25,273;7,4573;0,85451;8,5574;396,9;17039,08;3,9947;90,594;148,5;161,83;1439,01;18,3472;5,1282;11,4805;1,777;60,583;4,286;4,9683;11,193;1,4581;39,036;35,1136;1,0939;20,4535
2024-03-12;1,6533;5,4425;1,4739;0,9588;7,835;25,272;7,4571;0,85458;8,5405;397,8;16942,83;3,9921;90,356;148,7;161,39;1433,16;18,3673;5,106;11,4673;1,7737;60,387;4,2865;4,9668;11,173;1,4546;38,992;34,9898;1,0916;20,3892
2024-03-11;1,6546;5,4549;1,4753;0,9594;7,8471;25,322;7,4552;0,85208;8,544;395,55;16920,93;3,9429;90,4095;148,9;160,43;1432,46;18,3589;5,1177;11,4405;1,7705;60,497;4,2805;4,9644;11,1865;1,4535;38,689;34,965;1,0926;20,4277
2024-03-10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-03-09;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-03-08;1,6469;5,4281;1,4701;0,9588;7,8594;25,308;7,4547;0,85168;8,5492;394,05;16979,47;3,9083;90,4365;149,3;160,99;1441,91;18,4282;5,1216;11,3395;1,7674;60,76;4,3065;4,9693;11,164;1,4558;38,776;34,9441;1,0932;20,3805
2024-03-07;1,6501;5,3835;1,4705;0,9577;7,8412;25,359;7,4552;0,85445;8,5215;395,43;17038,2;3,9092;90,1205;148,5;161,09;1446,67;18,3715;5,1266;11,394;1,7688;60,794;4,302;4,9707;11,1944;1,4549;38,764;34,6929;1,0895;20,4622
2024-03-06;1,6667;5,375;1,477;0,9619;7,8281;25,359;7,4544;0,85498;8,5088;392,95;17069,52;3,9212;90,056;148,9;162,67;1450,41;18,3532;5,1456;11,468;1,7812;60,731;4,3018;4,9706;11,2555;1,4578;38,82;34,5173;1,0874;20,5388
2024-03-05;1,6709;5,3713;1,4747;0,9609;7,8104;25,353;7,4542;0,85543;8,4873;395,75;17079,69;3,9034;89,9525;149,1;163,01;1447,98;18,3924;5,137;11,475;1,7847;60,727;4,3248;4,9718;11,2803;1,4578;38,861;34,3474;1,0849;20,5862
2024-03-04;1,664;5,3718;1,4719;0,9604;7,8084;25,356;7,4539;0,85583;8,4861;395,25;17069,27;3,8775;89,9399;149,5;163,22;1444,94;18,4517;5,1231;11,4325;1,7789;60,724;4,322;4,9708;11,2424;1,457;38,872;34,1936;1,0846;20,6385
2024-03-03;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-03-02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-03-01;1,6637;5,3656;1,4679;0,9582;7,7837;25,333;7,4543;0,85588;8,465;393,25;17000,09;3,8522;89,6135;149,5;162,82;1444,21;18,4079;5,1318;11,443;1,7764;60,672;4,318;4,9695;11,1948;1,4563;38,884;33,8944;1,0813;20,7358
2024-02-29;1,6684;5,4054;1,4719;0,9534;7,7888;25,363;7,454;0,85655;8,4735;393,48;17038,18;3,8736;89,7458;149,3;162,53;1447,43;18,4969;5,1375;11,492;1,7807;60,858;4,3208;4,9706;11,215;1,457;38,909;33,8067;1,0826;20,9007
2024-02-28;1,6639;5,3497;1,4689;0,952;7,7807;25,352;7,454;0,85548;8,4599;391,95;16983,1;3,8965;89,5955;149,3;162,87;1445,35;18,4801;5,1565;11,4675;1,7728;60,827;4,2965;4,9683;11,192;1,4554;38,898;33,7087;1,0808;20,7857
2024-02-27;1,6565;5,3945;1,465;0,9544;7,814;25,332;7,4551;0,8562;8,4947;390,2;16976,12;3,9342;89,9755;149,3;163,04;1445,31;18,5221;5,1696;11,431;1,7601;60,902;4,3153;4,9668;11,1805;1,4584;38,932;33,8132;1,0856;20,772
2024-02-26;1,656;5,4111;1,4674;0,9546;7,81;25,367;7,4542;0,85495;8,4898;389,53;16962,54;3,9603;89,9375;149,3;163,38;1444,46;18,5473;5,184;11,4285;1,756;60,874;4,3053;4,9722;11,1675;1,4582;38,915;33,7742;1,0852;20,9499
2024-02-25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-02-24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-02-23;1,6467;5,3831;1,4587;0,9522;7,7972;25,354;7,4544;0,8534;8,476;388,47;16907,87;3,9322;89,817;148,5;162,91;1440,95;18,5089;5,1759;11,389;1,7445;60,562;4,3118;4,9744;11,1545;1,4553;39,013;33,6842;1,0834;20,8672
2024-02-22;1,6515;5,3499;1,4618;0,9535;7,7988;25,309;7,454;0,85625;8,4817;386,88;16904,39;3,9607;89,871;148,9;163,12;1438,77;18,507;5,1796;11,356;1,7497;60,434;4,3158;4,9768;11,174;1,4552;38,941;33,6091;1,0844;20,6686
2024-02-21;1,6486;5,3253;1,4618;0,951;7,773;25,38;7,4545;0,85619;8,4544;387,98;16889,77;3,9738;89,632;148,5;162,12;1441,77;18,4379;5,1818;11,3345;1,7479;60,48;4,3165;4,976;11,2075;1,4524;38,739;33,5149;1,0809;20,3446
2024-02-20;1,6457;5,3521;1,4562;0,9526;7,7718;25,429;7,4542;0,8566;8,4487;388,28;16916,42;3,9502;89,6045;148,3;162,18;1440,76;18,3792;5,1823;11,3275;1,7493;60,556;4,3248;4,9768;11,2185;1,4525;38,941;33,3825;1,0802;20,4673
2024-02-19;1,6479;5,3433;1,4522;0,9492;7,757;25,455;7,4547;0,85448;8,4273;388,4;16860,24;3,9074;89,462;148,7;161,59;1438,87;18,3698;5,1585;11,3045;1,7536;60,41;4,3265;4,977;11,237;1,4503;38,826;33,264;1,0776;20,431
2024-02-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-02-17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-02-16;1,6517;5,3551;1,4518;0,9491;7,7461;25,46;7,4546;0,85605;8,4236;389,13;16837,38;3,8864;89,3815;149,1;161,88;1435,09;18,3536;5,1476;11,3555;1,7648;60,258;4,34;4,9771;11,2655;1,45;38,829;33,1951;1,0768;20,3375
2024-02-15;1,6525;5,3401;1,4547;0,9484;7,7288;25,416;7,4547;0,85635;8,4009;389,1;16765,42;3,8971;89,221;148,7;161,26;1429,35;18,3562;5,1363;11,361;1,7625;60,096;4,344;4,9771;11,2575;1,4472;38,829;33,0247;1,0743;20,4366
2024-02-14;1,6521;5,3069;1,4509;0,9493;7,7065;25,348;7,4537;0,85258;8,3754;388,73;16717,15;3,922;88,956;148,7;161,28;1428,41;18,3559;5,1271;11,3375;1,7607;60,164;4,3415;4,9754;11,3127;1,4451;38,76;32,9417;1,0713;20,3982
2024-02-13;1,6526;5,3465;1,4511;0,9481;7,7641;25,285;7,4548;0,85098;8,4372;387,0;16850,03;3,9322;89,579;148,7;161,17;1434,64;18,4272;5,1439;11,302;1,7636;60,398;4,3198;4,9759;11,251;1,451;38,52;33,1604;1,0793;20,318
2024-02-12;1,6505;5,3366;1,4504;0,943;7,7497;25,217;7,4548;0,85391;8,4245;387,3;16792,58;3,954;89,4321;148,3;160,51;1431,54;18,3703;5,1344;11,32;1,7568;60,31;4,3198;4,9743;11,232;1,4484;38,621;33,077;1,0773;20,4662
2024-02-11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-02-10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-02-09;1,6543;5,3637;1,4486;0,9432;7,7489;25,172;7,4536;0,8544;8,4237;387,98;16844,07;3,9689;89,4363;148,1;161,0;1435,25;18,4448;5,1329;11,399;1,7553;60,215;4,3206;4,9773;11,2815;1,4503;38,72;33,0517;1,0772;20,4847
2024-02-08;1,6569;5,3546;1,4505;0,9409;7,742;24,954;7,4562;0,85378;8,4139;387,03;16843,42;3,9612;89,2765;149,5;160,55;1433,01;18,3777;5,131;11,412;1,7668;60,148;4,3375;4,9771;11,2705;1,4489;38,621;32,9243;1,0758;20,393
2024-02-07;1,6504;5,344;1,4501;0,9393;7,7529;24,984;7,4586;0,85305;8,4273;388,15;16873,71;3,9231;89,422;148,3;159,71;1429,92;18,3821;5,1305;11,376;1,7622;60,302;4,3453;4,9769;11,2725;1,4472;38,384;32,974;1,0776;20,3686
2024-02-06;1,6515;5,338;1,4526;0,9366;7,7231;24,925;7,4605;0,8546;8,4042;386,85;16909,43;3,9195;89,2155;148,1;159,56;1426,76;18,32;5,1196;11,458;1,7713;60,376;4,3463;4,9763;11,3825;1,4448;38,267;32,8325;1,0743;20,3273
2024-02-05;1,6562;5,3694;1,4507;0,9347;7,735;25,006;7,456;0,85595;8,4053;385,3;16936,39;3,9494;89,2515;148,1;159,72;1434,09;18,4781;5,1049;11,465;1,7755;60,568;4,3343;4,974;11,374;1,4474;38,492;32,8313;1,0746;20,4233
2024-02-04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-02-03;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-02-02;1,6468;5,3471;1,4556;0,9315;7,8111;24,875;7,454;0,85263;8,509;383,73;17012,52;3,9685;90,232;148,3;159,58;1440,7;18,5579;5,1332;11,387;1,7673;60,825;4,3175;4,9727;11,268;1,4533;38,341;33,1435;1,0883;20,2973
2024-02-01;1,6594;5,3578;1,4544;0,9336;7,7668;24,89;7,4542;0,85353;8,4563;383,35;17049,73;3,9543;89,733;148,3;158,96;1442,43;18,6195;5,115;11,3665;1,7757;60,645;4,3373;4,974;11,3354;1,4499;38,401;32,8383;1,0814;20,2343
2024-01-31;1,6468;5,3749;1,4558;0,9348;7,7789;24,891;7,455;0,85435;8,4734;384,9;17076,29;3,9431;90,001;148,3;160,19;1444,63;18,5817;5,1259;11,351;1,7705;61,023;4,333;4,9758;11,2682;1,4517;38,461;32,8984;1,0837;20,3238
2024-01-30;1,6462;5,3697;1,4564;0,9365;7,7866;24,831;7,4543;0,85628;8,4775;387,23;17112,98;3,9566;90,1575;148,3;159,97;1442,67;18,6729;5,1274;11,3383;1,7721;61,171;4,3618;4,9768;11,2971;1,4534;38,384;32,9283;1,0846;20,4934
2024-01-29;1,6398;5,3134;1,4542;0,9339;7,7702;24,806;7,4538;0,8525;8,4549;390,03;17127,13;3,9834;89,9995;148,5;160,13;1445,6;18,5591;5,1236;11,305;1,7696;61,053;4,366;4,9773;11,3562;1,4516;38,487;32,8509;1,0823;20,3022
2024-01-28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-01-27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-01-26;1,6483;5,3366;1,4607;0,9396;7,7994;24,748;7,4549;0,85368;8,4933;386,95;17131,94;4,0057;90,369;148,3;160,62;1451,08;18,6582;5,1393;11,3325;1,7801;61,28;4,3775;4,9765;11,3203;1,457;38,679;32,9445;1,0871;20,4264
2024-01-25;1,6537;5,3664;1,4714;0,942;7,8093;24,756;7,456;0,85538;8,5136;385,18;17266,55;4,0319;90,5475;148,1;160,81;1456,25;18,7648;5,154;11,3905;1,7805;61,556;4,3765;4,9768;11,35;1,4591;38,926;32,9892;1,0893;20,5812
2024-01-24;1,652;5,3587;1,4669;0,9415;7,7996;24,786;7,4568;0,85543;8,5265;385,43;17107,06;4,0495;90,6274;147,9;160,46;1453,17;18,7537;5,1597;11,4155;1,7785;61,362;4,3725;4,9773;11,3585;1,4585;38,805;32,897;1,0905;20,5366
2024-01-23;1,6493;5,3981;1,4648;0,9446;7,7953;24,824;7,4574;0,85493;8,5046;385,15;17081,11;4,0931;90,3655;148,7;160,88;1454,29;18,7548;5,1392;11,4298;1,7839;61,101;4,383;4,9769;11,347;1,4568;38,827;32,9205;1,0872;20,7022
2024-01-22;1,652;5,3738;1,462;0,9458;7,8349;24,758;7,4585;0,85575;8,513;383,68;17075,85;4,1003;90,5305;148,5;160,95;1458,19;18,5897;5,1472;11,441;1,78;61,273;4,364;4,9776;11,3545;1,4606;38,807;32,9341;1,089;20,8846
2024-01-21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2024-01-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
